,StartDate,EndDate,Status,IPAddress,Progress,duration,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q2.1_Id,Q2.1_Name,Q2.1_Size,Q2.1_Type,prolific_id,dt_q1,dt_q2,understood_system_did_well_dt,system_confusing_complicated_dt,system_confusing_confusing_dt,understood_system_easy_to_understand_dt,system_confusing_hard_to_remember_dt,understood_system_predictable_dt,understood_system_how_it_works_dt,understood_system_inputs_and_outputs_dt,lr_q1,lr_q2,understood_system_did_well_lr,system_confusing_complicated_lr,system_confusing_confusing_lr,understood_system_easy_to_understand_lr,system_confusing_hard_to_remember_lr,understood_system_predictable_lr,understood_system_how_it_works_lr,understood_system_inputs_and_outputs_lr,bb_no_shap_q1,bb_no_shap_q2,understood_system_did_well_bb_no_shap,system_confusing_complicated_bb_no_shap,system_confusing_confusing_bb_no_shap,understood_system_easy_to_understand_bb_no_shap,system_confusing_hard_to_remember_bb_no_shap,understood_system_predictable_bb_no_shap,understood_system_how_it_works_bb_no_shap,understood_system_inputs_and_outputs_bb_no_shap,bb_shap_q1,bb_shap_q2,understood_system_did_well_bb_shap,system_confusing_complicated_bb_shap,system_confusing_confusing_bb_shap,understood_system_easy_to_understand_bb_shap,system_confusing_hard_to_remember_bb_shap,understood_system_predictable_bb_shap,understood_system_how_it_works_bb_shap,understood_system_inputs_and_outputs_bb_shap,Q9.1,Q9.2,Q9.3_1,Q9.3_2,Q9.3_3,Q9.3_4,Q9.4,PROLIFIC_PID,dataset_name,bb_profile_1,bb_profile_2,int_profile_1,int_profile_2,first_model,bb_model,int_model,taken_in_appropiate_time_window,int_q1_correct_answer,int_q2_correct_answer,bb_q1_correct_answer,bb_q2_correct_answer,q1_is_correct_int,q1_is_correct_bb,q2_is_correct_int,q2_is_correct_bb,understood_system_bb,understood_system_int,system_confusing_bb,system_confusing_int
10,2021-08-24 03:29:27,2021-08-24 03:38:33,IP Address,170.205.160.76,100,546,True,2021-08-24 03:38:34,R_3saxHJyWNcmrQud,,,,,32.3296966552734375,-80.84380340576171875,anonymous,EN,0.800000011920928955078125,F_2cu8vo1HhRBZ306,signature.png,4377,image/png,6116299415b3c97fce115cf2,Pass,Number of absences,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,Pass,Number of absences,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,8,Moderately knowledgeable,No,Yes,Yes,No,No,6116299415b3c97fce115cf2,education,1,3,1,3,int,shap,dt,True,Fail,First year grade,Fail,First year grade,0,0,0,0,3.2,3.0,3.3333333333333335,3.0
11,2021-08-24 03:30:18,2021-08-24 03:41:21,IP Address,75.140.160.60,100,662,True,2021-08-24 03:41:21,R_3nisMR49TqHbFbS,,,,,35.053497314453125,-82.058197021484375,anonymous,EN,0.89999997615814208984375,F_OvUpgAkJoDoo6VH,signature.png,3146,image/png,60fe7d3d92c313944b747465,Pass,Number of failures,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,Mother's education level,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,8,,No,No,Yes,No,No,60fe7d3d92c313944b747465,education,3,2,3,1,bb,shap,dt,True,Fail,First year grade,Fail,First year grade,0,0,0,0,3.0,3.2,3.3333333333333335,3.6666666666666665
12,2021-08-24 03:41:51,2021-08-24 03:48:38,IP Address,74.108.149.19,100,406,True,2021-08-24 03:48:39,R_262Lofxfe7OteYU,,,,,40.7234954833984375,-73.7021026611328125,anonymous,EN,1,F_3CBgmkKfmOCcdk0,signature.png,8733,image/png,60fd5818ca3355de7e2d90d1,,,,,,,,,,,Pass,First year grade,5.0,2.0,2.0,2.0,5.0,4.0,5.0,5.0,,,,,,,,,,,Pass,First year grade,5.0,2.0,1.0,5.0,4.0,5.0,5.0,5.0,16,Not knowledgeable at all,Yes,No,No,No,No,60fd5818ca3355de7e2d90d1,education,2,3,4,3,bb,shap,lr,True,Pass,First year grade,Pass,First year grade,1,1,1,1,5.0,4.2,2.3333333333333335,3.0
13,2021-08-24 04:02:01,2021-08-24 04:09:35,IP Address,73.216.107.242,100,454,True,2021-08-24 04:09:36,R_2zFQekLHWooUWmX,,,,,39.0818939208984375,-78.1873016357421875,anonymous,EN,1,F_3ldRLKOiDGURDep,signature.png,14469,image/png,60fef598fdc5d86a5918c7df,Pass,First year grade,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,Pass,First year grade,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,10,Slightly knowledgeable,No,No,No,No,No,60fef598fdc5d86a5918c7df,education,4,1,2,4,int,shap,dt,True,Pass,First year grade,Pass,First year grade,1,1,1,1,3.6,4.0,4.0,3.3333333333333335
14,2021-08-24 03:54:24,2021-08-24 04:11:34,IP Address,138.207.200.104,100,1029,True,2021-08-24 04:11:35,R_pz27J6rzu53R4mB,,,,,41.91650390625,-71.89209747314453125,anonymous,EN,0.89999997615814208984375,F_12tcNQyUcQ4hB4o,signature.png,13487,image/png,610838e9e68b5ba7d2717e63,,,,,,,,,,,Fail,First year grade,2.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,,,,,,,,,,,Fail,First year grade,4.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,5,Not knowledgeable at all,No,No,Yes,No,No,610838e9e68b5ba7d2717e63,education,3,1,3,4,int,shap,lr,True,Fail,First year grade,Fail,First year grade,1,1,1,1,4.0,3.2,2.0,4.0
15,2021-08-24 04:04:29,2021-08-24 04:13:49,IP Address,74.128.193.44,100,559,True,2021-08-24 04:13:49,R_DPqOuyVZ29cT9Xr,,,,,39.963897705078125,-82.95890045166015625,anonymous,EN,1,F_3rFZGwVcPTvzeuZ,signature.png,6212,image/png,60fee6ca918d04eb1c492078,,,,,,,,,,,Fail,First year grade,5.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,Fail,First year grade,5.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,,,,,,,,,,,4,Not knowledgeable at all,No,No,No,No,No,60fee6ca918d04eb1c492078,education,1,4,1,2,int,no_shap,lr,True,Fail,First year grade,Fail,First year grade,1,1,1,1,4.4,3.8,3.6666666666666665,3.3333333333333335
16,2021-08-24 04:20:25,2021-08-24 04:47:05,IP Address,172.2.205.162,100,1600,True,2021-08-24 04:47:06,R_9zy3gnQcwLjyQGR,,,,,35.91510009765625,-79.097198486328125,anonymous,EN,1,F_2EujMWk3NBrNwNl,signature.png,7261,image/png,6115232b586ef6f12d4944dd,Fail,First year grade,4.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,,,,,,,,,,,Pass,First year grade,4.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,,,,,,,,,,,15,Slightly knowledgeable,Yes,Yes,Yes,Yes,No,6115232b586ef6f12d4944dd,education,2,4,3,2,int,no_shap,dt,True,Fail,First year grade,Pass,First year grade,1,1,1,1,4.0,4.0,2.3333333333333335,2.3333333333333335
17,2021-08-24 04:43:48,2021-08-24 04:57:45,IP Address,174.254.49.225,100,837,True,2021-08-24 04:57:46,R_b18YJLrxk0ehhdL,,,,,33.766693115234375,-84.3363037109375,anonymous,EN,0.89999997615814208984375,F_1K8YdsTtB7Wegkw,signature.png,8168,image/png,60fd618ec39088d5f4f138e3,,,,,,,,,,,Pass,First year grade,4.0,3.0,4.0,2.0,4.0,3.0,4.0,5.0,,,,,,,,,,,Fail,First year grade,5.0,2.0,2.0,4.0,2.0,2.0,5.0,5.0,3,Slightly knowledgeable,No,Yes,Yes,Yes,No,60fd618ec39088d5f4f138e3,education,1,3,2,3,bb,shap,lr,True,Pass,First year grade,Fail,First year grade,1,1,1,1,4.2,3.6,2.0,3.6666666666666665
18,2021-08-24 05:04:19,2021-08-24 05:12:39,IP Address,23.121.136.157,100,500,True,2021-08-24 05:12:40,R_1ovwlVbQC1Ouz2H,,,,,35.8390045166015625,-81.496002197265625,anonymous,EN,1,F_Dl8Bu65kD30DqRb,signature.png,23494,image/png,60fe090e38f969ce1f8ee8a4,,,,,,,,,,,Fail,First year grade,4.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,,,,,,,,,,,Pass,First year grade,4.0,4.0,4.0,2.0,1.0,4.0,4.0,4.0,11,Slightly knowledgeable,Yes,No,Yes,No,No,60fe090e38f969ce1f8ee8a4,education,4,2,1,3,bb,shap,lr,True,Fail,First year grade,Pass,First year grade,1,1,1,1,3.6,4.0,3.0,2.0
19,2021-08-24 05:12:13,2021-08-24 05:18:17,IP Address,100.37.226.31,100,363,True,2021-08-24 05:18:17,R_1dEpynH5jnqGwni,,,,,40.7306060791015625,-73.43129730224609375,anonymous,EN,1,F_3Ldy75ejDsR349P,signature.png,8966,image/png,61084b98e85644a25d8bb049,Pass,Quality of family relationships,4.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,I don't know,First year grade,1.0,5.0,5.0,1.0,5.0,1.0,1.0,1.0,6,Not knowledgeable at all,Yes,No,No,No,No,61084b98e85644a25d8bb049,education,1,4,2,3,int,shap,dt,True,Pass,First year grade,Fail,First year grade,1,0,0,1,1.0,3.8,5.0,2.6666666666666665
20,2021-08-24 05:16:52,2021-08-24 05:21:42,IP Address,71.150.223.158,100,289,True,2021-08-24 05:21:43,R_6eUZdSrdMu7djGN,,,,,32.89959716796875,-96.7906036376953125,anonymous,EN,1,F_2bJDQH7bbOr0pJk,signature.png,9214,image/png,61016201d4d3b40d406514cf,Fail,First year grade,5.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,,,,,,,,,,,Fail,First year grade,4.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,,,,,,,,,,,5,Slightly knowledgeable,No,No,Yes,No,No,61016201d4d3b40d406514cf,education,3,2,3,2,int,no_shap,dt,True,Fail,First year grade,Fail,First year grade,1,1,1,1,4.2,4.2,3.3333333333333335,2.0
21,2021-08-24 05:15:30,2021-08-24 05:22:09,IP Address,172.58.219.162,100,399,True,2021-08-24 05:22:10,R_2Bwy5wINao9OOi2,,,,,42.085693359375,-70.99900054931640625,anonymous,EN,0.89999997615814208984375,F_3pisAkanPkqwabd,signature.png,8237,image/png,60fccd4c1db45fe7be035e56,Pass,Mother's education level,5.0,1.0,2.0,4.0,2.0,4.0,5.0,4.0,,,,,,,,,,,Pass,First year grade,4.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,,,,,,,,,,,10,Moderately knowledgeable,Yes,No,Yes,No,No,60fccd4c1db45fe7be035e56,education,4,2,2,3,bb,no_shap,dt,True,Pass,First year grade,Pass,First year grade,1,1,0,1,4.0,4.4,2.0,1.6666666666666667
22,2021-08-24 05:20:20,2021-08-24 05:27:47,IP Address,99.2.56.121,100,446,True,2021-08-24 05:27:47,R_DT4dSZlcAAAykXD,,,,,32.550506591796875,-83.604400634765625,anonymous,EN,0.89999997615814208984375,F_1rj41ma3QNgIdga,signature.png,11018,image/png,6109a9a4ce69622233e2d6c0,Pass,Quality of family relationships,4.0,3.0,2.0,2.0,4.0,2.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,Fail,First year grade,5.0,3.0,2.0,4.0,2.0,4.0,4.0,5.0,2,Not knowledgeable at all,No,No,No,No,No,6109a9a4ce69622233e2d6c0,education,3,2,2,3,int,shap,dt,True,Pass,First year grade,Fail,First year grade,1,1,0,1,4.4,3.2,2.3333333333333335,3.0
23,2021-08-24 05:25:35,2021-08-24 05:33:15,IP Address,32.214.67.130,100,460,True,2021-08-24 05:33:16,R_AtbiAFCcC7Owvlv,,,,,41.9282989501953125,-72.64409637451171875,anonymous,EN,1,F_2EFulKg2LGX1lKz,signature.png,9112,image/png,6108b64c1d964c0a3faf4e29,Pass,First year grade,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,,,,,,,,,,,Pass,First year grade,4.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,,,,,,,,,,,15,Moderately knowledgeable,No,No,No,No,No,6108b64c1d964c0a3faf4e29,education,2,3,4,1,bb,no_shap,dt,True,Pass,First year grade,Pass,First year grade,1,1,1,1,3.6,3.8,3.6666666666666665,4.0
24,2021-08-24 05:28:00,2021-08-24 05:33:40,IP Address,69.119.185.221,100,340,True,2021-08-24 05:33:41,R_ysFGiM5pBuRlL8t,,,,,41.1696014404296875,-73.76920318603515625,anonymous,EN,1,F_23dIBNPsksmwKhT,signature.png,14526,image/png,611250ffb098d7c751be57a0,I don't know,First year grade,4.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,Pass,First year grade,4.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,9,Not knowledgeable at all,No,No,No,No,No,611250ffb098d7c751be57a0,education,4,2,2,4,int,shap,dt,True,Pass,First year grade,Pass,First year grade,0,1,1,1,4.0,3.8,2.0,2.6666666666666665
25,2021-08-24 05:31:34,2021-08-24 05:36:56,IP Address,66.222.88.70,100,321,True,2021-08-24 05:36:56,R_22Yvk1PoOVC7aOx,,,,,30.7303924560546875,-81.54620361328125,anonymous,EN,1,F_10CyTXB6OjIiIUz,signature.png,10400,image/png,6109631e0de937d75470c384,,,,,,,,,,,Pass,First year grade,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,,,,,,,,,,,Pass,First year grade,4.0,2.0,2.0,4.0,2.0,3.0,4.0,4.0,1,Not knowledgeable at all,No,No,No,No,No,6109631e0de937d75470c384,education,2,3,4,3,bb,shap,lr,True,Pass,First year grade,Pass,First year grade,1,1,1,1,3.8,3.6,2.0,3.3333333333333335
26,2021-08-24 05:33:32,2021-08-24 05:39:58,IP Address,69.255.158.113,100,386,True,2021-08-24 05:39:59,R_3O1vtm4cE2JeYfy,,,,,38.3791961669921875,-75.63069915771484375,anonymous,EN,1,F_SC2U3lwoOIYmo49,signature.png,12718,image/png,60f8d9621d5d71645a1cd5a7,,,,,,,,,,,Fail,First year grade,4.0,4.0,4.0,2.0,2.0,2.0,4.0,5.0,,,,,,,,,,,Pass,First year grade,5.0,2.0,2.0,4.0,2.0,4.0,4.0,5.0,12,Slightly knowledgeable,No,No,Yes,No,No,60f8d9621d5d71645a1cd5a7,education,4,3,1,2,bb,shap,lr,True,Fail,First year grade,Pass,First year grade,1,1,1,1,4.4,3.4,2.0,3.3333333333333335
27,2021-08-24 05:39:27,2021-08-24 05:47:40,IP Address,72.198.30.72,100,492,True,2021-08-24 05:47:40,R_7VXc43llDsQMsHn,,,,,35.2024993896484375,-97.48349761962890625,anonymous,EN,0.89999997615814208984375,F_1GvngZYyXyiZIWu,signature.png,8222,image/png,6110af22d84e8b4c36b2f254,,,,,,,,,,,Pass,First year grade,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,Fail,First year grade,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,,,,,,,,,,,7,Not knowledgeable at all,No,No,No,No,No,6110af22d84e8b4c36b2f254,education,1,3,1,4,int,no_shap,lr,True,Fail,First year grade,Fail,First year grade,0,1,1,1,3.8,3.8,4.0,4.333333333333333
28,2021-08-24 05:47:25,2021-08-24 05:53:44,IP Address,73.101.30.174,100,378,True,2021-08-24 05:53:45,R_3lJN7B8gnNu7ExM,,,,,41.2382049560546875,-76.997802734375,anonymous,EN,0.89999997615814208984375,F_QmqgaG1Zzwk774l,signature.png,8470,image/png,60f0b657628e906da13ac546,Fail,First year grade,5.0,1.0,1.0,4.0,2.0,4.0,4.0,5.0,,,,,,,,,,,Pass,Number of absences,5.0,1.0,1.0,5.0,1.0,4.0,5.0,5.0,,,,,,,,,,,26,Slightly knowledgeable,Yes,No,Yes,No,No,60f0b657628e906da13ac546,education,4,3,3,4,int,no_shap,dt,True,Fail,First year grade,Pass,First year grade,1,1,1,0,4.8,4.4,1.0,1.3333333333333333
29,2021-08-24 05:52:06,2021-08-24 05:59:43,IP Address,174.84.53.57,100,456,True,2021-08-24 05:59:44,R_3EFK2BOMijgijDY,,,,,42.9467926025390625,-83.8170013427734375,anonymous,EN,1,F_2t3xCzufgRdA6Qg,signature.png,6035,image/png,60fd82c409b4baa52c9c1bf1,,,,,,,,,,,Fail,First year grade,5.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,Fail,Number of absences,5.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,,,,,,,,,,,4,Slightly knowledgeable,No,No,No,No,No,60fd82c409b4baa52c9c1bf1,education,1,2,3,1,bb,no_shap,lr,True,Fail,First year grade,Fail,First year grade,1,1,1,0,4.0,4.0,3.0,3.0
30,2021-08-24 05:59:53,2021-08-24 06:04:44,IP Address,98.24.233.197,100,290,True,2021-08-24 06:04:44,R_2yrNy08qd6pokMw,,,,,34.7769927978515625,-77.37689971923828125,anonymous,EN,1,F_3EZ1bKkGQz6sndG,signature.png,11482,image/png,611161779f64723eec0e9f81,Pass,First year grade,5.0,3.0,4.0,2.0,2.0,3.0,4.0,4.0,,,,,,,,,,,Fail,First year grade,5.0,2.0,2.0,4.0,1.0,4.0,4.0,4.0,,,,,,,,,,,3,Moderately knowledgeable,Yes,No,Yes,No,No,611161779f64723eec0e9f81,education,1,3,4,3,bb,no_shap,dt,True,Pass,First year grade,Fail,First year grade,1,1,1,1,4.2,3.6,1.6666666666666667,3.0
31,2021-08-24 05:52:37,2021-08-24 06:04:51,IP Address,47.184.170.116,100,734,True,2021-08-24 06:04:52,R_3mfMuRb96pTti8j,,,,,32.9521942138671875,-96.66539764404296875,anonymous,EN,1,F_yVAMMbyx3XobjJT,signature.png,17589,image/png,61044773fe9cb608c4945244,Fail,First year grade,4.0,2.0,2.0,4.0,4.0,4.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,Fail,First year grade,5.0,1.0,1.0,5.0,4.0,4.0,5.0,4.0,25,Slightly knowledgeable,No,No,No,Yes,No,61044773fe9cb608c4945244,education,1,2,1,2,int,shap,dt,True,Fail,First year grade,Fail,First year grade,1,1,1,1,4.6,4.4,2.0,2.6666666666666665
